Date collected:,29/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution in x (mm):,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution in y (mm):,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth of probe (mm):,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measures forces (N):,0.5251885,0.4841635,0.5333565,0.438434,0.4486831,0.4232694,0.3547604,0.3279178,0.2748537,0.1569713,0.2733447,0.2304226,0.1779793,0.1400075,0.1738861,0.1353724,0.1327958,0.1111076,0.0867427,0.0612338,0.0706171,0.0466081,0.0130429,0.0130429,0.0046223,0.0046223,0.0051489,0.0040956,0.0046223,0.0046223,0.0046223,0.0040956
,0.5386351,0.4481955,0.488522,0.4021657,0.4481955,0.3483099,0.3869016,0.299445,0.2582324,0.2632743,0.2268735,0.294435,0.3004464,0.1662036,0.1708143,0.1147279,0.0784253,0.1245431,0.1487525,0.1250592,0.1033425,0.0319465,0.0051489,0.0051489,0.0046223,0.0088341,0.0040956,0.0051489,0.0051489,0.0046223,0.0035688,0.0046223
,0.4413642,0.3775256,0.4031491,0.4340356,0.3428461,0.3189418,0.3234316,0.2607539,0.3646696,0.2172293,0.2622663,0.3204388,0.2516713,0.2258591,0.1641533,0.1229944,0.1497805,0.1317648,0.0960858,0.0575807,0.0104127,0.0077814,0.0182999,0.011465,0.0051489,0.0046223,0.0046223,0.0046223,0.0046223,0.0040956,0.0046223,0.0040956
,0.4340356,0.2662973,0.1549177,0.141037,0.0820656,0.085184,0.1600504,0.2748537,0.2773679,0.2964395,0.2859078,0.3814753,0.2844017,0.2014593,0.1497805,0.0862232,0.1167956,0.0768645,0.0857036,0.0319465,0.029849,0.0161977,0.0051489,0.007255,0.0051489,0.0046223,0.0046223,0.0046223,0.0051489,0.0046223,0.0040956,0.0040956
,0.2197688,0.1881996,0.1774678,0.1260913,0.0659273,0.1023064,0.0513131,0.2602497,0.5649511,0.4919095,0.6096316,0.6006304,0.3592217,0.237008,0.1477244,0.0695753,0.0140947,0.0051489,0.0140947,0.0335191,0.0659273,0.0492224,0.021977,0.0051489,0.0046223,0.0056755,0.0046223,0.0046223,0.0035688,0.0051489,0.0046223,0.0046223
,0.1815584,0.1662036,0.162615,0.1343419,0.077905,0.0737416,0.0627987,0.6623835,1.077662,1.6216644,2.1030346,1.8917453,0.9424229,0.2415627,0.1508083,0.0805057,0.0335191,0.0051489,0.0046223,0.0056755,0.0172489,0.0077814,0.0083078,0.0046223,0.0051489,0.0046223,0.0051489,0.0051489,0.0051489,0.0051489,0.0046223,0.0046223
,0.158511,0.1477244,0.1641533,0.1492666,0.065406,0.0565366,0.362194,1.1856468,2.1196916,3.193881,4.7216687,4.2270278,1.9777462,0.0883009,0.1322804,0.111625,0.0335191,0.0046223,0.0172489,0.011465,0.006202,0.0130429,0.0046223,0.0046223,0.0040956,0.0051489,0.0051489,0.0046223,0.0040956,0.0040956,0.0040956,0.0046223
,0.1595373,0.1487525,0.1400075,0.111625,0.0706171,0.0575807,0.2859078,1.6151467,2.9694076,4.5023588,9.1449136,5.8675655,2.8149394,0.50978,0.071138,0.0773848,0.0513131,0.0486997,0.0700962,0.1856462,0.0267014,0.0046223,0.0040956,0.0046223,0.0046223,0.0046223,0.0046223,0.0046223,0.0051489,0.0046223,0.0046223,0.0040956
,0.1754214,0.14361,0.1502944,0.1497805,0.0633203,0.0794656,0.1487525,0.8257057,1.821466,3.3794092,4.0838165,3.57168,2.2283989,0.592089,0.0784253,0.0450389,0.0051489,0.0051489,0.0046223,0.0104127,0.0314222,0.0272262,0.0051489,0.0051489,0.0046223,0.0046223,0.0046223,0.0046223,0.0046223,0.0035688,0.0040956,0.0040956
,0.1569713,0.1400075,0.1348572,0.1198958,0.0685332,0.0753032,0.0857036,0.5333565,1.2659821,2.1335746,1.722,1.4569184,0.9415354,0.2309295,0.1188626,0.047654,0.0051489,0.0046223,0.0056755,0.0035688,0.0051489,0.0046223,0.0046223,0.0040956,0.011991,0.0051489,0.0046223,0.0040956,0.0046223,0.0046223,0.0051489,0.0046223
,0.1451532,0.1369178,0.097123,0.0929731,0.1064498,0.0664486,0.0716588,0.2009498,0.4119913,1.0216562,1.0351739,0.5977848,0.4315906,0.2813883,0.0919351,0.0303734,0.0051489,0.0051489,0.0046223,0.0046223,0.0046223,0.0056755,0.0056755,0.0046223,0.0051489,0.0046223,0.0046223,0.0056755,0.0051489,0.0051489,0.0040956,0.0046223
,0.1754214,0.1100729,0.1012701,0.0497452,0.0439926,0.053403,0.0581027,0.1482385,0.1188626,0.5802033,0.8175248,0.4637782,0.3234316,0.198402,0.1033425,0.036663,0.0051489,0.0056755,0.0051489,0.0051489,0.0051489,0.0261767,0.0051489,0.0051489,0.0035688,0.0051489,0.0051489,0.0046223,0.0046223,0.0056755,0.0046223,0.0056755
,0.1646659,0.1214453,0.1477244,0.0502679,0.036663,0.0565366,0.011465,0.0314222,0.071138,0.3997066,0.5916141,0.3730788,0.3154473,0.1754214,0.093492,0.0554922,0.0046223,0.0046223,0.0056755,0.0051489,0.0046223,0.0051489,0.0046223,0.0046223,0.0040956,0.0040956,0.0046223,0.0040956,0.0040956,0.0051489,0.0046223,0.0040956
,0.1651785,0.1219617,0.1682533,0.0418993,0.0502679,0.0256519,0.0303734,0.0466081,0.0643632,0.2828952,0.5025423,0.3433431,0.3463237,0.1851354,0.1048963,0.065406,0.0293245,0.0056755,0.0046223,0.0046223,0.0056755,0.0051489,0.0051489,0.0040956,0.0046223,0.0046223,0.0046223,0.0046223,0.0051489,0.0046223,0.0056755,0.0040956
,0.162615,0.1038605,0.1769562,0.0492224,0.0518357,0.0424227,0.0308978,0.0046223,0.0214519,0.2889189,0.4257181,0.3054512,0.2818906,0.1677409,0.1338266,0.0633203,0.0051489,0.0051489,0.0046223,0.0046223,0.0046223,0.0051489,0.0046223,0.0040956,0.0056755,0.0051489,0.0046223,0.0046223,0.0040956,0.0040956,0.0046223,0.0040956
,0.1497805,0.1302181,0.2080777,0.065406,0.0387581,0.0277508,0.0230272,0.0209266,0.0109389,0.2385266,0.4006904,0.2688152,0.2909254,0.1600504,0.0945296,0.09816,0.0177744,0.0046223,0.0051489,0.0051489,0.0046223,0.0040956,0.0051489,0.0046223,0.0051489,0.0040956,0.0051489,0.0046223,0.0051489,0.0046223,0.0051489,0.0046223
,0.1379479,0.1297024,0.2329564,0.0460851,0.0408524,0.0329949,0.0240772,0.006202,0.006202,0.1080028,0.3493028,0.3189418,0.2541957,0.1784907,0.093492,0.0565366,0.0167233,0.0046223,0.0051489,0.0046223,0.0046223,0.0046223,0.0051489,0.0051489,0.0046223,0.0056755,0.0046223,0.0046223,0.0046223,0.0046223,0.0040956,0.0046223
,0.1651785,0.1271233,0.2101127,0.25654,0.0251271,0.0214519,0.0261767,0.0051489,0.0040956,0.1162787,0.3730788,0.3039502,0.2435858,0.1636406,0.1002336,0.053403,0.0392817,0.0051489,0.0040956,0.006202,0.0046223,0.0046223,0.0051489,0.0046223,0.0046223,0.0056755,0.0046223,0.0046223,0.0046223,0.0046223,0.0046223,0.0035688
