Date collected:,28/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution in x (mm):,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution in y (mm):,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth of probe (mm):,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured forces (N):,1.3123,1.3693,1.4156,1.3681,1.3098,1.2601,1.219,1.1786,1.1444,1.1109,1.1012,1.1151,1.1298,1.1503,1.1715,1.1766,1.1657,1.1556,1.1521,1.1495,1.1379,1.1172,1.0992,1.1043,1.1119,1.1094,1.0966,1.0856,1.0907,1.0977,1.0966,1.0874,1.0793,1.08,1.0818,1.0946,1.1184,1.141,1.1527,1.1633,1.1584,1.1381,1.1177
,1.258,1.3347,1.3958,1.3719,1.3324,1.2738,1.1961,1.1247,1.0872,1.056,1.035,1.0242,1.0227,1.0713,1.1291,1.1536,1.1449,1.1345,1.1151,1.094,1.0819,1.0789,1.0773,1.0832,1.0905,1.0814,1.056,1.0363,1.048,1.0655,1.0724,1.0686,1.0658,1.0688,1.0728,1.0792,1.088,1.0968,1.1064,1.1161,1.1171,1.1093,1.1016
,1.2074,1.2993,1.3964,1.3635,1.3429,1.2763,1.1651,1.0591,1.0323,1.0043,0.97463,0.94651,0.89785,1.0013,1.0867,1.1273,1.1188,1.1176,1.0758,1.0394,1.0275,1.0408,1.0552,1.0578,1.0643,1.0498,1.0158,0.97735,1.0085,1.0335,1.0466,1.0456,1.0513,1.0516,1.0597,1.0606,1.0557,1.0513,1.0614,1.0701,1.0767,1.0809,1.0854
,1.1885,1.2591,1.3148,1.2888,1.2477,1.1812,1.0893,1.0085,0.98926,0.98126,0.96508,0.94074,0.92822,0.98038,1.0444,1.0721,1.0635,1.0521,1.0245,0.99396,0.98727,1.0044,1.0176,1.009,0.99636,0.98585,0.97745,0.97244,0.98592,1.0028,1.0076,1.0004,0.99527,1.0019,1.0107,1.0146,1.0135,1.014,1.0235,1.0346,1.0449,1.0543,1.0638
,1.1733,1.2182,1.2533,1.2018,1.1406,1.075,1.0052,0.94313,0.94844,0.96142,0.96131,0.94812,0.93926,0.9685,1.0021,1.0136,1.003,0.99135,0.97093,0.94951,0.94864,0.96831,0.98318,0.95584,0.9237,0.91825,0.9395,0.95932,0.96649,0.97224,0.96708,0.95103,0.93751,0.94635,0.95772,0.9654,0.96941,0.97429,0.98689,1.0004,1.0141,1.0281,1.0421
,1.1531,1.1772,1.1921,1.1255,1.0497,0.98882,0.94274,0.90134,0.90109,0.90552,0.91363,0.92539,0.93739,0.95132,0.96548,0.96878,0.96122,0.95312,0.94031,0.92695,0.92897,0.94636,0.95952,0.93548,0.90722,0.90664,0.93374,0.95906,0.9687,0.97655,0.97103,0.95213,0.93587,0.94273,0.95223,0.95936,0.96412,0.9695,0.98025,0.99162,1.0042,1.018,1.0318
,1.1279,1.1362,1.132,1.0599,0.97533,0.92261,0.90174,0.87915,0.84722,0.81357,0.82202,0.87256,0.9171,0.92884,0.93457,0.93774,0.93833,0.938,0.93261,0.92629,0.92827,0.93857,0.94735,0.94789,0.94692,0.95101,0.96016,0.9712,0.99253,1.0157,1.0195,1.0037,0.99044,0.99109,0.99427,0.99644,0.9976,0.99925,1.0036,1.0084,1.0152,1.024,1.0328
,1.0995,1.0844,1.0876,0.98342,0.89757,0.85515,0.85891,0.86506,0.80252,0.73557,0.7455,0.83382,0.90903,0.91262,0.90793,0.91033,0.91896,0.9242,0.92631,0.92633,0.92873,0.9341,0.93398,0.95881,0.98111,0.98957,0.98376,0.97779,1.0126,1.0479,1.0595,1.0457,1.0426,1.035,1.035,1.0325,1.0282,1.0286,1.0154,1.0122,1.0131,1.018,1.0339
,1.0431,0.9741,0.90666,0.84781,0.79052,0.77663,0.80614,0.82799,0.80798,0.78031,0.80168,0.8721,0.9315,0.93065,0.91879,0.91484,0.9188,0.9229,0.92768,0.93259,0.93928,0.94777,0.95584,0.96157,0.96689,0.977,0.99192,1.0056,1.0125,1.0181,1.0259,1.0359,1.0457,1.0548,1.0638,1.0599,1.0432,1.0204,0.96435,0.90216,0.89617,0.94637,0.99658
,0.98351,0.85306,0.73272,0.70137,0.68014,0.69686,0.75155,0.80269,0.82262,0.839,0.87295,0.92448,0.96929,0.95496,0.93391,0.92298,0.92216,0.92226,0.93045,0.93955,0.95099,0.96476,0.97581,0.96285,0.94716,0.95862,0.99725,1.0298,1.0086,0.98135,0.98401,1.0166,1.0481,1.0702,1.0912,1.0863,1.0554,1.016,0.90181,0.77917,0.76614,0.86272,0.95929
,0.93875,0.78103,0.63761,0.61991,0.61651,0.6501,0.72068,0.8058,1.0189,1.2466,1.3503,1.3302,1.303,1.2136,1.1171,1.0559,1.0299,1.0053,0.99252,0.9811,0.98175,0.99447,1.0041,0.9861,0.965,0.97911,1.0284,1.0682,1.0249,0.97203,0.97299,1.0277,1.0794,1.1032,1.1239,1.1013,1.0353,0.96327,0.8389,0.70858,0.69117,0.78667,0.88218
,0.90883,0.75803,0.62692,0.60343,0.59964,0.63634,0.71352,0.86155,1.3969,2.003,2.2338,2.0892,1.9321,1.7065,1.4684,1.3135,1.2421,1.1726,1.1139,1.0572,1.0316,1.0369,1.04,1.0313,1.0204,1.0384,1.0854,1.1165,1.0612,0.99017,0.99289,1.0694,1.1367,1.1539,1.1619,1.1049,0.98287,0.8658,0.77562,0.69037,0.67124,0.71824,0.76524
,0.88355,0.73774,0.59114,0.58345,0.5788,0.61905,0.70478,0.79016,1.6904,2.6414,3.0103,2.8119,2.5793,2.2618,1.8492,1.5837,1.4424,1.3372,1.2084,1.1249,1.0784,1.0762,1.0772,1.0724,1.0715,1.0918,1.1309,1.1869,1.0866,1.0028,1.0074,1.1005,1.2092,1.1865,1.1839,1.0963,0.92869,0.75252,0.71928,0.67212,0.6512,0.65641,0.6483
,0.89909,0.73231,0.58502,0.54428,0.52304,0.57074,0.68738,0.8846,1.5224,2.2407,2.8452,3.3357,3.671,3.1584,2.4905,1.964,1.5786,1.2399,1.1559,1.1185,1.0993,1.0984,1.0967,1.091,1.0845,1.0921,1.1139,1.1215,1.0514,0.96697,0.97468,1.0745,1.1537,1.1204,1.0664,0.98119,0.86464,0.75738,0.70085,0.6536,0.6302,0.63067,0.63113
,0.91928,0.7296,0.55393,0.50161,0.46331,0.5189,0.66839,0.84589,1.2699,1.722,2.573,3.8231,4.8689,4.1173,3.1615,2.3567,1.703,1.1124,1.0764,1.1035,1.1172,1.1175,1.1166,1.1054,1.0931,1.0864,1.0855,1.0774,1.0051,0.92562,0.93657,1.038,1.1204,1.0362,0.93306,0.85392,0.7988,0.74375,0.68935,0.63504,0.6091,0.61153,0.61396
